epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,val_f1,test_f1,seconds
1,0.6486255591813694,0.6368832731648616,0.5753867143995306,0.7120786516853933,0.5840222896984549,0.7082748948106592,0.570230607966457,0.5555555555555556,7.837514638900757
2,0.5392129928698465,0.7406738868832732,0.5358905390407263,0.7191011235955056,0.5403385213347671,0.7110799438990182,0.6551724137931035,0.6360424028268552,7.824412822723389
3,0.4599772711810079,0.7839951865222623,0.5289220113432809,0.7429775280898876,0.5459811397805956,0.7349228611500701,0.6013071895424836,0.5864332603938731,7.873285293579102
4,0.36639040446740484,0.835439229843562,0.5852611078305191,0.7219101123595506,0.5946569754565748,0.7054698457223001,0.6710963455149501,0.6464646464646465,7.627361536026001
5,0.3227823689024084,0.8622141997593261,0.5858492275302329,0.7570224719101124,0.6207912458109488,0.7391304347826086,0.6848816029143898,0.6618181818181817,7.660864591598511
6,0.23945448801333866,0.9004211793020457,0.6932129344243682,0.7542134831460674,0.7438269239990106,0.7405329593267882,0.6478873239436619,0.6247464503042596,7.711779832839966
