epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,val_f1,test_f1,seconds
1,0.6690748292329652,0.6004813477737665,0.6531584370002318,0.6179775280898876,0.6555087578915278,0.6100981767180925,0.0684931506849315,0.034722222222222224,7.956783771514893
2,0.6496282688260222,0.6284596871239471,0.6351535226521867,0.6601123595505618,0.6353314634292356,0.6535764375876578,0.32022471910112366,0.31197771587743733,7.650802850723267
3,0.627653714121464,0.6567388688327317,0.6146424473001716,0.6910112359550562,0.6121514473857586,0.6788218793828892,0.483568075117371,0.45862884160756495,7.70681357383728
4,0.606109460625264,0.6871239470517448,0.5967385005415156,0.7092696629213483,0.594203924815083,0.697054698457223,0.543046357615894,0.52,7.664022445678711
5,0.5793277373813119,0.7054753309265944,0.5880306369802925,0.7078651685393258,0.5831569200812684,0.6984572230014026,0.6133828996282529,0.5966228893058162,7.630884408950806
6,0.5609339360152198,0.7214199759326113,0.577114298102561,0.7219101123595506,0.568522947031853,0.7110799438990182,0.6008064516129031,0.5846774193548386,7.627069473266602
